sids,uid,state,ll,name,elev
"['US1WYLM0181 6', 'WYLM0181 10']",78612,WY,"[-104.72197, 41.20366]",CHEYENNE 5.4 NE,6025.0
"['US1WYNT0076 6', 'WYNT0076 10']",78613,WY,"[-106.35646, 42.81148]",CASPER 2.0 SW,5434.0
"['US1WYCR0023 6', 'WYCR0023 10']",78641,WY,"[-106.55438, 41.87058]",HANNA 0.2 E,6800.0
"['US1WYSL0012 6', 'WYSL0012 10']",78715,WY,"[-109.76358, 42.79174]",BOULDER 3.8 NW,7069.0
"['US1WYCR0024 6', 'WYCR0024 10']",79391,WY,"[-106.7667, 41.2085]",RIVERSIDE 0.8 ESE,7253.0
"['US1WYLN0024 6', 'WYLN0024 10']",79392,WY,"[-110.99243, 42.98413]",FREEDOM 2.6 E,6030.0
"['US1WYSH0045 6', 'WYSH0045 10']",79393,WY,"[-106.95403, 44.79266]",SHERIDAN 0.2 ENE (CLOSED),3764.0
"['00341 1', 'JPD 3', 'KJPD 5', 'USI0000KJPD 32']",79655,WY,"[-107.167, 44.15]",TEN SLEEP,8993.0
"['00342 1', 'FWZ 3', 'KFWZ 5', 'USW00000342 32']",79656,WY,"[-108.783, 42.517]",SOUTH PASS,8491.0
"['00353 1', 'TBX 3', 'KTBX 5', 'USW00000353 32']",79667,WY,"[-108.389, 43.467]",BOYSEN THERMOPOL,7300.0
"['00426 1', '82V 3', 'K82V 5', 'USI0000K82V 32']",79740,WY,"[-104.13475, 41.15247]",PINE BLUFFS MUNICIPAL AIRPORT,5152.0
"['00443 1', 'DUB 3', 'KDUB 5', 'USW00000443 32']",79760,WY,"[-109.69025, 43.54836]",DUBOIS MUNICIPAL AIRPORT,7297.0
"['00444 1', 'DWX 3', 'KDWX 5', 'USW00000444 32']",79761,WY,"[-107.49252, 41.03744]",DIXON AIRPORT,6549.0
"['00446 1', 'ECS 3', 'KECS 5', 'USW00000446 32']",79763,WY,"[-104.3179, 43.8854]",MONDELL FIELD AIRPORT,4176.0
"['00449 1', 'FBR 3', 'KFBR 5', 'USW00000449 32']",79766,WY,"[-110.40597, 41.39333]",FORT BRIDGER AIRPORT,7039.0
"['00475 1', 'SAA 3', 'KSAA 5', 'USW00000475 32']",79791,WY,"[-106.82752, 41.44352]",SHIVELY FIELD AIRPORT,7016.0
"['00484 1', 'W43 3', 'KW43 5', 'USW00000484 32']",79798,WY,"[-104.56783, 44.66286]",HULETT MUNICIPAL AIRPORT,4265.0
[],80333,WY,"[-105.2486, 41.0844]",WARREN AFB 20.6 WSW,7673.0
"['487846 2', 'USC00487846 6', 'RKFW4 7']",80377,WY,"[-109.06107, 41.59956]",ROCK SPRINGS 7ENE,6749.0
"['US1WYBH0015 6', 'WYBH0015 10']",80406,WY,"[-108.39279, 44.83043]",LOVELL 0.4 S,3848.0
"['US1WYCR0025 6', 'WYCR0025 10']",80412,WY,"[-106.74746, 41.47581]",SARATOGA 3.8 ENE,6920.0
"['US1WYCR0021 6', 'WYCR0021 10']",80421,WY,"[-106.4175, 41.6055]",ELK MOUNTAIN 5.7 S,7631.0
"['US1WYGS0039 6', 'WYGS0039 10']",80473,WY,"[-104.46, 42.152]",LINGLE 5.9 W,4246.0
"['US1WYCK0026 6', 'WYCK0026 10']",80568,WY,"[-104.65777, 44.58028]",DEVILS TOWER 2.1 ESE,4042.0
"['US1WYCK0021 6', 'WYCK0021 10']",80572,WY,"[-104.93939, 44.26188]",MOORCROFT 0.6 ESE,4321.0
"['US1WYSW0032 6', 'WYSW0032 10']",80577,WY,"[-109.4503, 41.49416]",GREEN RIVER 1.8 SSE,6209.0
"['US1WYGS0036 6', 'WYGS0036 10']",80613,WY,"[-104.15891, 41.6814]",LA GRANGE 1.9 N,4528.0
"['US1WYGS0038 6', 'WYGS0038 10']",80658,WY,"[-104.16955, 41.72509]",LA GRANGE 5.9 N,4503.0
"['US1WYGS0034 6', 'WYGS0034 10']",80840,WY,"[-104.2026, 41.68064]",LA GRANGE 3.4 NW,4503.0
"['US1WYPK0034 6', 'WYPK0034 10']",80887,WY,"[-109.02737, 44.52478]",CODY 1.4 ENE,5050.0
"['US1WYCV0022 6', 'WYCV0022 10']",80921,WY,"[-105.40224, 42.67421]",DOUGLAS 5.7 S,4838.0
"['US1WYGS0035 6', 'WYGS0035 10']",80929,WY,"[-104.16008, 41.65781]",LA GRANGE 2.9 N,4510.0
"['US1WYJN0031 6', 'WYJN0031 10']",80959,WY,"[-106.69158, 44.36083]",BUFFALO 1.8 NE,4617.0
"['US1WYSH0034 6', 'WYSH0034 10']",81211,WY,"[-107.26459, 44.87549]",DAYTON 0.2 NNW,3922.0
"['US1WYAB0140 6', 'WYAB0140 10']",81286,WY,"[-105.5463, 41.3225]",LARAMIE 2.1 ENE,7324.0
"['US1WYSH0046 6', 'WYSH0046 10']",81310,WY,"[-106.88525, 44.57534]",STORY 0.1 NE,5032.0
"['US1WYWS0020 6', 'WYWS0020 10']",81435,WY,"[-104.23085, 43.8499]",NEWCASTLE 1.0 W,4218.0
"['US1WYLM0184 6', 'WYLM0184 10']",81477,WY,"[-104.83441, 41.17443]",CHEYENNE 3.0 NW,6156.0
"['US1WYUN0016 6', 'WYUN0016 10']",81502,WY,"[-110.5722, 41.05292]",SPRING VLY 15.9 SSE,8498.0
"['US1WYFM0054 6', 'WYFM0054 10']",81592,WY,"[-108.359, 43.121]",RIVERTON 6.5 NNE,5082.0
"['US1WYPK0037 6', 'WYPK0037 10']",81696,WY,"[-109.0248, 44.5387]",CODY 2.0 NE,4939.0
"['US1WYLM0186 6', 'WYLM0186 10']",81807,WY,"[-104.84224, 41.18461]",CHEYENNE 3.8 NW,6221.0
"['US1WYWS0024 6', 'WYWS0024 10']",81863,WY,"[-104.14023, 43.85749]",NEWCASTLE 3.5 E,4605.0
"['US1WYGS0040 6', 'WYGS0040 10']",81941,WY,"[-104.12477, 42.51264]",TORRINGTON 30.9 N,4786.0
"['US1WYPK0035 6', 'WYPK0035 10']",82099,WY,"[-109.04934, 44.5203]",CODY 0.2 ENE,5085.0
"['US1WYWS0023 6', 'WYWS0023 10']",82214,WY,"[-104.24167, 43.96856]",NEWCASTLE 8.4 N,4929.0
"['US1WYBH0019 6', 'WYBH0019 10']",82291,WY,"[-108.40156, 44.43284]",BURLINGTON 1.8 SE,4372.0
"['US1WYWH0018 6', 'WYWH0018 10']",82392,WY,"[-107.96085, 44.00937]",WORLAND 0.3 NNW,4071.0
"['US1WYPK0036 6', 'WYPK0036 10']",82415,WY,"[-108.97417, 44.58715]",CODY 6.1 NE,4815.0
"['US1WYHS0016 6', 'WYHS0016 10']",82451,WY,"[-108.22, 43.643]",THERMOPOLIS 0.5 SW,4396.0
"['US1WYWS0022 6', 'WYWS0022 10']",82456,WY,"[-104.2933, 44.01861]",NEWCASTLE 12.4 NNW,4691.0
"['US1WYCM0029 6', 'WYCM0029 10']",82534,WY,"[-105.55615, 44.2523]",GILLETTE 2.8 SW,4665.0
"['US1WYPT0027 6', 'WYPT0027 10']",82671,WY,"[-104.95715, 42.05878]",WHEATLAND 0.5 N,4744.0
"['US1WYAB0146 6', 'WYAB0146 10']",82835,WY,"[-105.59342, 41.30376]",LARAMIE 0.7 SW,7167.0
"['US1WYNT0080 6', 'WYNT0080 10']",82910,WY,"[-106.5881, 42.6714]",CASPER 17.2 SW,5365.0
"['US1WYWS0026 6', 'WYWS0026 10']",82947,WY,"[-104.62776, 44.11528]",UPTON 1.0 NNW,4311.0
"['US1WYJN0033 6', 'WYJN0033 10']",82962,WY,"[-106.6136, 44.1661]",BUFFALO 13.2 SSE,4819.0
"['US1WYLM0190 6', 'WYLM0190 10']",83242,WY,"[-104.81946, 41.14933]",CHEYENNE 1.4 W,6135.0
"['US1WYWS0025 6', 'WYWS0025 10']",83302,WY,"[-104.23327, 43.83031]",NEWCASTLE 1.7 SW,4233.0
"['US1WYPK0038 6', 'WYPK0038 10']",83305,WY,"[-109.13588, 44.61296]",CODY 7.6 NNW,5608.0
"['US1WYPT0026 6', 'WYPT0026 10']",83341,WY,"[-104.96195, 42.06444]",WHEATLAND 0.9 N,4730.0
"['US1WYCK0027 6', 'WYCK0027 10']",83344,WY,"[-104.842, 44.19332]",UPTON 12.6 WNW,4321.0
"['US1WYAB0157 6', 'WYAB0157 10']",83348,WY,"[-106.1363, 41.2991]",CENTENNIAL 0.3 E,8069.0
"['US1WYLN0025 6', 'WYLN0025 10']",83492,WY,"[-111.00893, 43.07583]",ETNA 2.9 N,5886.0
"['US1WYAB0160 6', 'WYAB0160 10']",83555,WY,"[-105.52136, 41.23522]",LARAMIE 6.1 SSE,7690.0
"['US1WYAB0143 6', 'WYAB0143 10']",83651,WY,"[-105.5904, 41.30684]",LARAMIE 0.5 SW,7171.0
['OFAW4 7'],83697,WY,"[-110.83333, 44.45]",OLD FAITHFUL,7360.0
"['482233 2', 'USC00482233 6', 'CEGW4 7']",83718,WY,"[-105.24436, 41.18511]",CURT GOWDY STATE PARK VISITOR'S CENTER,7462.0
"['US1WYBH0020 6', 'WYBH0020 10']",83836,WY,"[-108.18638, 44.38362]",BASIN 7.1 W,4032.0
"['US1WYAB0162 6', 'WYAB0162 10']",83959,WY,"[-105.59662, 41.26139]",LARAMIE 3.5 SSW,7206.0
"['US1WYLM0185 6', 'WYLM0185 10']",84113,WY,"[-104.53064, 41.46489]",MERIDEN 12.2 WSW,5433.0
"['US1WYWS0030 6', 'WYWS0030 10']",84194,WY,"[-104.3947, 44.12633]",UPTON 11.5 E,4884.0
"['US1WYSH0048 6', 'WYSH0048 10']",84385,WY,"[-106.98694, 44.68028]",BIG HORN 0.3 ESE,4062.0
"['US1WYFM0055 6', 'WYFM0055 10']",84542,WY,"[-108.65253, 42.7398]",LANDER 7.3 SSE,5548.0
"['US1WYWS0021 6', 'WYWS0021 10']",84644,WY,"[-104.29337, 44.0202]",NEWCASTLE 12.5 NNW,4689.0
"['US1WYWS0029 6', 'WYWS0029 10']",84799,WY,"[-104.69468, 43.70192]",NEWCASTLE 26.2 WSW,4353.0
"['US1WYNT0067 6', 'WYNT0067 10']",84907,WY,"[-106.27616, 42.82948]",CASPER 2.7 E,5368.0
"['US1WYFM0064 6', 'WYFM0064 10']",84959,WY,"[-108.74859, 42.83035]",LANDER 1.0 W,5403.0
"['US1WYCV0024 6', 'WYCV0024 10']",85077,WY,"[-105.83542, 42.92554]",GLENROCK 4.9 NNE,5322.0
"['US1WYFM0042 6', 'WYFM0042 10']",85111,WY,"[-108.66869, 42.74298]",LANDER 6.7 SSE,5551.0
"['US1WYCK0028 6', 'WYCK0028 10']",85126,WY,"[-104.59693, 44.68036]",HULETT 0.4 SSE,3769.0
"['US1WYAB0152 6', 'WYAB0152 10']",85352,WY,"[-106.1503, 41.32119]",CENTENNIAL 1.7 NNW,8454.0
"['US1WYHS0018 6', 'WYHS0018 10']",85403,WY,"[-108.18369, 43.72619]",THERMOPOLIS 5.6 NNE,4434.0
"['US1WYSH0049 6', 'WYSH0049 10']",85492,WY,"[-107.16478, 44.70517]",SHERIDAN 11.8 WSW,4406.0
"['US1WYLM0193 6', 'WYLM0193 10']",85556,WY,"[-104.76037, 41.174]",CHEYENNE 2.6 NE,6110.0
"['488885 2', 'USC00488885 6', 'THDW4 7']",85578,WY,"[-108.3813, 43.71401]",THERMOPOLIS 10NW,4875.0
['2018 17'],85607,WY,"[-104.13333, 42.06667]",Torrington #1,4280.0
"['US1WYPT0009 6', 'WYPT0009 10']",85947,WY,"[-104.91656, 42.5286]",GLENDO 6.1 ENE,4685.0
"['US1WYLM0165 6', 'WYLM0165 10']",86069,WY,"[-104.53513, 41.14683]",BURNS 9.7 WSW,5788.0
"['US1WYLM0198 6', 'WYLM0198 10']",86625,WY,"[-104.60212, 41.10787]",CHEYENNE 10.2 ESE,5822.0
"['US1WYGS0041 6', 'WYGS0041 10']",86634,WY,"[-104.18797, 42.07541]",TORRINGTON 0.6 NNW,4163.0
"['US1WYLM0199 6', 'WYLM0199 10']",86718,WY,"[-104.8103, 41.2192]",CHEYENNE 5.2 N,6206.0
"['US1WYCK0032 6', 'WYCK0032 10']",86795,WY,"[-104.37067, 44.40149]",SUNDANCE 0.3 SE,4782.0
"['US1WYAB0165 6', 'WYAB0165 10']",86810,WY,"[-105.58322, 41.25417]",LARAMIE 3.9 S,7238.0
"['US1WYCK0033 6', 'WYCK0033 10']",89082,WY,"[-104.62555, 44.46472]",SUNDANCE 13.1 WNW,4370.0
"['US1WYCV0027 6', 'WYCV0027 10']",90097,WY,"[-105.86739, 42.8612]",GLENROCK 0.6 WNW,4987.0
"['US1WYSL0013 6', 'WYSL0013 10']",90699,WY,"[-110.02187, 43.22385]",PINEDALE 25.9 NNW,7687.0
"['US1WYFM0067 6', 'WYFM0067 10']",90702,WY,"[-108.40106, 43.02598]",RIVERTON 1.0 SE,5043.0
"['US1WYLM0197 6', 'WYLM0197 10']",92651,WY,"[-104.81759, 41.18854]",CHEYENNE 3.3 NNW,6213.0
"['US1WYAB0170 6', 'WYAB0170 10']",92992,WY,"[-105.94366, 41.74009]",ROCK RIVER 1.6 ENE,6806.0
"['US1WYAB0171 6', 'WYAB0171 10']",92999,WY,"[-105.54233, 41.2925]",LARAMIE 2.5 ESE,7333.0
"['US1WYAB0169 6', 'WYAB0169 10']",93174,WY,"[-105.59096, 41.3229]",LARAMIE 0.9 NNW,
"['US1WYLM0118 6', 'WYLM0118 10']",93190,WY,"[-104.21526, 41.18946]",PINE BLUFFS 7.7 W,5256.0
"['US1WYLM0209 6', 'WYLM0209 10']",93280,WY,"[-104.82181, 41.16605]",CHEYENNE 2.1 NW,6099.0
"['US1WYLM0206 6', 'WYLM0206 10']",93311,WY,"[-104.84546, 41.42696]",CHEYENNE 19.7 N,6112.0
"['US1WYLM0207 6', 'WYLM0207 10']",93429,WY,"[-104.78552, 41.14451]",CHEYENNE 0.4 E,6069.0
"['US1WYAB0173 6', 'WYAB0173 10']",93509,WY,"[-105.5171, 41.29646]",LARAMIE 3.6 ESE,7520.0
"['US1WYCV0029 6', 'WYCV0029 10']",93570,WY,"[-105.83625, 42.9269]",GLENROCK 4.9 NNE,5325.0
"['US1WYNT0087 6', 'WYNT0087 10']",93593,WY,"[-106.39236, 42.85771]",MILLS 1.2 NW,5209.0
"['US1WYAB0131 6', 'WYAB0131 10']",93638,WY,"[-105.63251, 41.28939]",LARAMIE 3.0 WSW,7167.0
"['US1WYPK0042 6', 'WYPK0042 10']",93687,WY,"[-108.97124, 44.5942]",CODY 6.6 NE,4787.0
"['US1WYLM0211 6', 'WYLM0211 10']",93696,WY,"[-104.81311, 41.0535]",CHEYENNE 6.4 S,6203.0
"['US1WYGS0045 6', 'WYGS0045 10']",93698,WY,"[-104.52048, 42.216]",FORT LARAMIE 0.3 NW,4262.0
"['US1WYCM0031 6', 'WYCM0031 10']",93702,WY,"[-105.48394, 43.75438]",WRIGHT 0.8 ENE,5003.0
"['US1WYAB0164 6', 'WYAB0164 10']",93901,WY,"[-105.6136, 41.7153]",BOSLER 10.4 NNE,7147.0
"['US1WYHS0019 6', 'WYHS0019 10']",93955,WY,"[-108.43525, 43.68938]",THERMOPOLIS 11.4 WNW,4905.0
"['US1WYLM0213 6', 'WYLM0213 10']",94056,WY,"[-104.7851, 41.1409]",CHEYENNE 0.5 SE,6083.0
"['US1WYGS0050 6', 'WYGS0050 10']",94181,WY,"[-104.53248, 41.91438]",YODER 12.2 W,4429.0
"['US1WYLM0196 6', 'WYLM0196 10']",94366,WY,"[-105.16759, 41.08282]",CHEYENNE 20.0 WSW,7404.0
"['US1WYFM0069 6', 'WYFM0069 10']",94394,WY,"[-108.81167, 42.81551]",LANDER 4.3 WSW,5768.0
"['485686 2', 'USC00485686 6', 'LPSW4 7']",94426,WY,"[-105.37035, 44.8414]",LITTLE POWDER SCHOOL,3557.0
"['US1WYPK0043 6', 'WYPK0043 10']",95294,WY,"[-108.8402, 44.1368]",MEETEETSE 2.0 SE,6071.0
"['US1WYBH0025 6', 'WYBH0025 10']",95309,WY,"[-108.39456, 44.84208]",LOVELL 0.4 NNW,3626.0
"['US1WYSH0051 6', 'WYSH0051 10']",95458,WY,"[-106.2967, 44.7216]",CLEARMONT 7.0 NE,3796.0
"['US1WYGS0049 6', 'WYGS0049 10']",95564,WY,"[-104.18465, 42.07272]",TORRINGTON 0.4 NNW,4119.0
"['US1WYCR0020 6', 'WYCR0020 10']",95751,WY,"[-106.2056, 41.8995]",MEDICINE BOW 0.2 W,6569.0
"['US1WYSL0018 6', 'WYSL0018 10']",95924,WY,"[-109.79333, 42.81667]",PINEDALE 5.0 SE,7144.0
"['US1WYSL0019 6', 'WYSL0019 10']",96336,WY,"[-109.90062, 42.85881]",PINEDALE 1.9 WSW,7302.0
"['US1WYCM0033 6', 'WYCM0033 10']",96358,WY,"[-105.48867, 43.71922]",WRIGHT 2.2 SSE,4947.0
"['US1WYLM0208 6', 'WYLM0208 10']",96376,WY,"[-104.80754, 41.09849]",CHEYENNE 3.3 SSW,6047.0
"['US1WYNB0021 6', 'WYNB0021 10']",96397,WY,"[-104.326, 42.849]",LUSK 8.9 NE,5116.0
"['US1WYWH0022 6', 'WYWH0022 10']",96612,WY,"[-107.9397, 44.1435]",WORLAND 9.6 N,4043.0
"['US1WYSH0052 6', 'WYSH0052 10']",96756,WY,"[-107.00494, 44.68553]",BIG HORN 0.7 WNW,4167.0
"['US1WYLN0029 6', 'WYLN0029 10']",96767,WY,"[-111.00451, 43.07507]",ALPINE 5.9 S,5932.0
"['US1WYLM0212 6', 'WYLM0212 10']",96898,WY,"[-104.77861, 41.16731]",CHEYENNE 1.7 NNE,6046.0
"['US1WYJN0034 6', 'WYJN0034 10']",96977,WY,"[-106.1397, 44.48544]",CLEARMONT 16.0 SE,3761.0
"['US1WYGS0044 6', 'WYGS0044 10']",97190,WY,"[-104.3484, 42.6082]",LUSK 11.8 SSE,5076.0
"['US1WYPK0041 6', 'WYPK0041 10']",97209,WY,"[-108.65471, 44.75353]",POWELL 5.1 E,4276.0
"['US1WYAB0177 6', 'WYAB0177 10']",97556,WY,"[-105.58401, 41.32192]",LARAMIE 0.8 N,7157.0
"['US1WYHS0021 6', 'WYHS0021 10']",97666,WY,"[-108.21723, 43.64075]",THERMOPOLIS 0.5 SSW,4544.0
"['US1WYFM0071 6', 'WYFM0071 10']",97735,WY,"[-108.86579, 42.97721]",FORT WASHAKIE 3.7 SE,5548.0
"['US1WYCR0032 6', 'WYCR0032 10']",97838,WY,"[-106.69484, 41.27405]",RIVERSIDE 6.1 NE,7152.0
"['US1WYAB0178 6', 'WYAB0178 10']",98121,WY,"[-105.58278, 41.31972]",LARAMIE 0.6 N,7162.0
"['US1WYJN0036 6', 'WYJN0036 10']",98162,WY,"[-106.2974, 43.7272]",KAYCEE 17.0 E,4449.0
"['US1WYAB0180 6', 'WYAB0180 10']",98233,WY,"[-105.55492, 41.32109]",LARAMIE 1.6 ENE,7293.0
"['US1WYCM0034 6', 'WYCM0034 10']",98238,WY,"[-105.51139, 44.24466]",GILLETTE 2.6 S,4580.0
"['24045 1', 'COD 3', '72670 4', 'KCOD 5', 'USW00024045 32']",98684,WY,"[-109.01667, 44.51667]",CODY MUNICIPAL AP,5092.0
"['US1WYFM0056 6', 'WYFM0056 10']",98841,WY,"[-108.71402, 42.55831]",LANDER 18.8 S,7949.0
"['US1WYAB0072 6', 'WYAB0072 10']",98977,WY,"[-105.5829, 41.3099]",LARAMIE 0.1 S,7189.0
"['US1WYCV0026 6', 'WYCV0026 10']",99025,WY,"[-105.25292, 42.76784]",DOUGLAS 7.1 E,5213.0
"['US1WYCM0035 6', 'WYCM0035 10']",99510,WY,"[-105.48851, 43.74831]",WRIGHT 0.5 ESE (WY7RR),5003.0
"['US1WYLM0222 6', 'WYLM0222 10']",99644,WY,"[-104.8106, 41.05957]",CHEYENNE 6.0 S,6195.0
"['US1WYPT0035 6', 'WYPT0035 10']",100223,WY,"[-104.74744, 42.26249]",GUERNSEY 0.3 SW,4334.0
"['US1WYPK0046 6', 'WYPK0046 10']",100551,WY,"[-108.76929, 44.75039]",POWELL 0.7 SW,4419.0
"['US1WYPK0045 6', 'WYPK0045 10']",100647,WY,"[-109.17, 44.95]",POWELL 24.2 WNW,4412.0
"['US1WYHS0022 6', 'WYHS0022 10']",100648,WY,"[-108.77266, 43.70423]",THERMOPOLIS 28.2 W,6023.0
"['US1WYNT0090 6', 'WYNT0090 10']",100926,WY,"[-106.34585, 42.82092]",CASPER 1.2 SW,5327.0
"['US1WYPT0034 6', 'WYPT0034 10']",101371,WY,"[-105.38, 42.31]",BLACK MOUNTAIN FIRE LOOKOUT,7139.0
"['US1WYSW0036 6', 'WYSW0036 10']",101416,WY,"[-109.47541, 41.506]",GREEN RIVER 0.8 SSW,6314.0
"['US1WYCM0030 6', 'WYCM0030 10']",101426,WY,"[-105.49679, 43.75658]",WRIGHT 0.4 N,4919.0
"['US1WYGS0053 6', 'WYGS0053 10']",101568,WY,"[-104.15811, 41.63511]",LA GRANGE 0.4 SE,4591.0
"['US1WYLM0223 6', 'WYLM0223 10']",101696,WY,"[-104.79618, 41.13849]",CHEYENNE 0.5 SSW,6082.0
"['US1WYLM0216 6', 'WYLM0216 10']",101764,WY,"[-104.82704, 41.14972]",CHEYENNE 1.8 W,6099.0
"['US1WYGS0052 6', 'WYGS0052 10']",102233,WY,"[-104.20688, 41.66528]",LA GRANGE 2.9 NW,4518.0
"['US1WYSW0034 6', 'WYSW0034 10']",102247,WY,"[-109.44696, 41.49661]",GREEN RIVER 1.7 SE,6176.0
"['US1WYPK0047 6', 'WYPK0047 10']",102587,WY,"[-108.83354, 44.21962]",MEETEETSE 4.8 NNE,5522.0
"['US1WYLN0030 6', 'WYLN0030 10']",102595,WY,"[-111.00425, 42.94688]",THAYNE 1.9 N,5910.0
"['US1WYCK0038 6', 'WYCK0038 10']",102667,WY,"[-104.94043, 44.26224]",MOORCROFT 0.6 ESE,4297.0
"['US1WYCM0036 6', 'WYCM0036 10']",103031,WY,"[-105.4615, 44.23122]",GILLETTE 4.5 SE,4681.0
"['US1WYNT0092 6', 'WYNT0092 10']",103063,WY,"[-106.34341, 42.82999]",CASPER 0.7 WSW,5224.0
"['US1WYNB0023 6', 'WYNB0023 10']",103151,WY,"[-104.6238, 42.9545]",MANVILLE 12.1 N,4705.0
"['480693 2', 'USC00480693 6', 'BPEW4 7']",103333,WY,"[-110.01046, 42.58653]",BIG PINEY 6NE,7022.0
"['US1WYLM0232 6', 'WYLM0232 10']",103365,WY,"[-104.72947, 41.13522]",CHEYENNE 3.3 ESE,5924.0
"['US1WYSW0038 6', 'WYSW0038 10']",103500,WY,"[-109.24386, 41.58051]",ROCK SPRINGS 1.7 SW,
"['US1WYLM0226 6', 'WYLM0226 10']",103518,WY,"[-105.13402, 41.20567]",CHEYENNE 18.3 WNW,6845.0
"['US1WYLM0233 6', 'WYLM0233 10']",103552,WY,"[-104.55948, 41.36754]",CHEYENNE 19.5 NE,5801.0
"['US1WYPK0048 6', 'WYPK0048 10']",103599,WY,"[-108.96165, 44.64379]",CODY 9.7 NNE,4763.0
"['US1WYWS0031 6', 'WYWS0031 10']",103748,WY,"[-104.58353, 44.05936]",UPTON 3.5 SE,4187.0
"['US1WYAB0186 6', 'WYAB0186 10']",103814,WY,"[-105.5734, 41.32724]",LARAMIE 1.2 NNE,7216.0
"['US1WYFM0072 6', 'WYFM0072 10']",103824,WY,"[-109.53313, 43.50031]",DUBOIS 6.0 ESE,6675.0
"['US1WYLM0230 6', 'WYLM0230 10']",103921,WY,"[-104.77282, 41.267]",CHEYENNE 8.5 N,6061.0
"['US1WYPT0036 6', 'WYPT0036 10']",103927,WY,"[-105.18707, 42.20663]",WHEATLAND 15.9 NW,5086.0
"['US1WYSW0037 6', 'WYSW0037 10']",104023,WY,"[-109.15666, 41.50361]",ROCK SPRINGS 7.3 SSE,6775.0
"['US1WYNT0094 6', 'WYNT0094 10']",104027,WY,"[-106.30593, 42.83405]",CASPER 1.2 E,5285.0
"['US1WYCM0037 6', 'WYCM0037 10']",104216,WY,"[-105.49784, 43.74979]",WRIGHT 0.1 S,4938.0
"['US1WYLM0231 6', 'WYLM0231 10']",104237,WY,"[-105.22369, 41.19805]",CHEYENNE 22.7 W,7348.0
"['46U 3', 'K46U 5', 'USI0000K46U 32']",105910,WY,"[-111.04243, 43.18464]",ALPINE,5634.0
"['AFO 3', 'KAFO 5', 'USI0000KAFO 32']",105944,WY,"[-110.94216, 42.71125]",AFTON MUNI,6221.0
"['AJL 3', 'KAJL 5', 'USI0000KAJL 32']",105945,WY,"[-110.03333, 43.66666]",JACKSON HOLE ARPT,10371.0
"['EAN 3', 'KEAN 5', 'USI0000KEAN 32']",105992,WY,"[-104.93333, 42.05]",PHIFER AFLD,4774.0
"['EHY 3', 'KEHY 5', 'USI0000KEHY 32']",105995,WY,"[-106.46666, 41.73333]",ELK MOUNTAIN,7300.0
"['GUR 3', 'KGUR 5', 'USI0000KGUR 32']",106018,WY,"[-104.72826, 42.25961]",CAMP GUERNSEY,4400.0
"['HSG 3', 'KHSG 5', 'USI0000KHSG 32']",106037,WY,"[-108.38333, 43.71667]",HOT SPRINGS CO ARPT/THERMOPOLIS,4895.0
"['LSK 3', 'KLSK 5', 'USI0000KLSK 32']",106073,WY,"[-104.40455, 42.75381]",LUSK MUNI,4964.0
"['SIB 3', 'KSIB 5', 'USI0000KSIB 32']",106286,WY,"[-105.033, 42.433]",SIBLEY PEAK,4889.0
"['U68 3', 'KU68 5', 'USI0000KU68 32']",106311,WY,"[-108.4455, 44.91167]",NORTH BIG HORN CO AIRPORT,4090.0
['USA00725743 32'],109010,WY,"[-109.017, 41.583]",ROCK SPRINGS VORTAC,6791.0
['USA00726704 32'],109017,WY,"[-106.717, 44.383]",BUFFALO,4967.0
"['US1WYHS0024 6', 'WYHS0024 10']",109347,WY,"[-108.87328, 43.70778]",THERMOPOLIS 33.2 W,6612.0
"['24141 1', '452614 2', 'EPH 3', '72790 4', 'KEPH 5', 'USW00024141 6', 'EPH 7', 'USW00024141 32']",109,WA,"[-119.51551, 47.30777]",EPHRATA AIRPORT,1254.0
"['94290 1', '457470 2', 'SEW 3', 'KSEW 5', 'USW00094290 6', 'SEW 7', 'SEAW1 7', 'USW00094290 32']",473,WA,"[-122.2553, 47.6872]",SEATTLE SAND POINT WFO,60.0
['94208 1'],25595,WA,"[-121.13333, 45.61667]",DALLESPORT,
"['24219 1', '451968 2', 'DLS 3', 'KDLS 5', 'USW00024219 6', 'DLS 7', 'USW00024219 32']",25596,WA,"[-121.16571, 45.61901]",DALLESPORT AIRPORT,234.0
"['458999 2', '456753 2', 'USC00458999 6', 'USC00456753 6']",25597,WA,"[-122.18333, 45.6]",WASHOUGAL 8 ENE,761.0
"['457696 2', 'USC00457696 6', 'SKNW1 7']",25598,WA,"[-122.2178, 45.622]",SKAMANIA FISH HATCHERY,435.0
"['458778 2', 'USC00458778 6', 'VANW1 7']",25599,WA,"[-122.6742, 45.6211]",VANCOUVER (INTERSTATE BR.),2.0
"['94298 1', 'VUO 3', '60S 3', 'KVUO 5', 'K60S 5', 'USW00094298 6', 'USW00094298 32']",25600,WA,"[-122.65421, 45.62102]",VANCOUVER PEARSON AP,21.0
['94258 1'],25601,WA,"[-122.56667, 45.65]",VANCOUVER,
"['458773 2', 'USC00458773 6', 'VNCW1 7']",25602,WA,"[-122.6514, 45.6776]",VANCOUVER 4 NNE,220.0
['454000 2'],25603,WA,"[-122.66667, 45.66667]",J D ROSS SUBSTN,200.0
"['454035 2', 'USC00454035 6']",25604,WA,"[-120.7, 45.71667]",JOHN DAY DAM,190.0
