,nrcs_id,inu_pc_smn,inu_pc_smx,inu_pc_slt,inu_pc_umn,inu_pc_umx,inu_pc_ult,lka_pc_sse,lka_pc_use,dor_pc_pva,slp_dg_sav,slp_dg_uav,sgr_dk_sav,tmp_dc_uyr,ari_ix_sav,ari_ix_uav,cmi_ix_uyr,snw_pc_uyr,glc_pc_s01,glc_pc_s02,glc_pc_s03,glc_pc_s04,glc_pc_s05,glc_pc_s06,glc_pc_s07,glc_pc_s08,glc_pc_s09,glc_pc_s10,glc_pc_s11,glc_pc_s12,glc_pc_s13,glc_pc_s14,glc_pc_s15,glc_pc_s16,glc_pc_s17,glc_pc_s18,glc_pc_s19,glc_pc_s20,glc_pc_s21,glc_pc_s22,glc_pc_u01,glc_pc_u02,glc_pc_u03,glc_pc_u04,glc_pc_u05,glc_pc_u06,glc_pc_u07,glc_pc_u08,glc_pc_u09,glc_pc_u10,glc_pc_u11,glc_pc_u12,glc_pc_u13,glc_pc_u14,glc_pc_u15,glc_pc_u16,glc_pc_u17,glc_pc_u18,glc_pc_u19,glc_pc_u20,glc_pc_u21,glc_pc_u22,wet_pc_sg1,wet_pc_sg2,wet_pc_ug1,wet_pc_ug2,for_pc_sse,for_pc_use,crp_pc_sse,crp_pc_use,pst_pc_sse,pst_pc_use,ire_pc_sse,ire_pc_use,gla_pc_sse,gla_pc_use,prm_pc_sse,prm_pc_use,pac_pc_sse,pac_pc_use,cly_pc_sav,cly_pc_uav,slt_pc_sav,slt_pc_uav,snd_pc_sav,snd_pc_uav,soc_th_sav,soc_th_uav,swc_pc_syr,swc_pc_uyr,swc_pc_s01,swc_pc_s02,swc_pc_s03,swc_pc_s04,swc_pc_s05,swc_pc_s06,swc_pc_s07,swc_pc_s08,swc_pc_s09,swc_pc_s10,swc_pc_s11,swc_pc_s12,kar_pc_sse,kar_pc_use,ero_kh_sav,ero_kh_uav,ppd_pk_sav,ppd_pk_uav,urb_pc_sse,urb_pc_use,nli_ix_sav,nli_ix_uav,rdd_mk_sav,rdd_mk_uav,hft_ix_s93,hft_ix_u93,hft_ix_s09,hft_ix_u09,gwt_cm_sav,run_mm_syr,lkv_mc_usu,rev_mc_usu,ria_ha_ssu,ria_ha_usu,riv_tc_ssu,riv_tc_usu,pre_mm_uyr,pet_mm_syr,pet_mm_s01,pet_mm_s02,pet_mm_s03,pet_mm_s04,pet_mm_s05,pet_mm_s06,pet_mm_s07,pet_mm_s08,pet_mm_s09,pet_mm_s10,pet_mm_s11,pet_mm_s12,pet_mm_uyr,aet_mm_syr,aet_mm_s01,aet_mm_s02,aet_mm_s03,aet_mm_s04,aet_mm_s05,aet_mm_s06,aet_mm_s07,aet_mm_s08,aet_mm_s09,aet_mm_s10,aet_mm_s11,aet_mm_s12,aet_mm_uyr,pop_ct_ssu,pop_ct_usu,clz_cl_smj,cls_cl_smj,glc_cl_smj,pnv_cl_smj,wet_cl_smj,tbi_cl_smj,tec_cl_smj,fmh_cl_smj,fec_cl_smj,lit_cl_smj,SUB_AREA,UP_AREA,COAST,ORDER_,ENDO
20,14181500:OR:USGS,3,4,8,3,4,8,5,5,97,99,99,246,90,176,176,36,19,0,0,0,69,0,1,0,0,0,0,0,0,13,2,0,12,0,0,0,0,2,2,0,0,0,69,0,1,0,0,0,0,0,0,13,2,0,11,0,0,0,0,2,2,5,4,5,4,69,69,17,17,8,8,6,6,0,0,0,0,7,7,16,16,41,41,43,43,70,70,78,78,100,100,100,99,92,78,59,43,40,52,78,97,1,1,1349,1348,83.29000091552734,82.552001953125,5,5,950,900,677,671,93,93,87,87,351,1191,4146,3354,13812.666015625,13812.6513671875,233763.296875,233762.671875,1612,944,19,29,53,80,116,140,165,146,99,57,24,16,944,647,19,29,53,78,105,106,91,61,39,29,20,16,647,2367.31005859375,2367.30810546875,10,60,4,4,11.0,5,352,7,121,2,28949.1,28949.1,0,2,0
21,09406000:UT:USGS,2,3,3,2,3,3,1,1,88,75,75,216,128,24,24,-76,5,0,0,0,26,0,0,0,0,0,0,5,60,2,6,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,5,60,2,6,0,0,0,0,0,0,0,0,0,0,0,0,26,26,2,2,61,61,1,1,0,0,0,0,24,24,19,19,34,34,47,47,17,17,23,23,29,34,36,34,27,20,15,14,15,15,18,23,43,43,2231,2230,10.432000160217285,10.423999786376953,1,1,294,300,137,136,40,40,48,48,788,44,82,74,1646.7159423828125,1646.7139892578125,12033.466796875,12033.4775390625,314,1351,36,48,79,115,163,198,214,186,138,92,49,33,1351,268,10,15,27,37,41,35,30,26,19,13,8,7,268,165.4429931640625,165.4429931640625,11,70,12,12,2.0,13,429,4,129,3,15888.0,15888.0,0,3,0
22,,3,4,6,3,4,6,9,9,233,232,232,639,45,208,208,48,40,0,0,0,82,0,1,0,0,0,0,0,1,0,10,0,3,0,0,0,0,3,0,0,0,0,82,0,1,0,0,0,0,0,1,0,10,0,3,0,0,0,0,3,0,5,3,5,3,83,83,3,3,2,2,0,0,2,2,1,1,57,57,7,7,43,42,50,50,113,112,86,86,100,100,100,99,95,85,70,59,58,72,90,99,11,11,5750,5755,10.227999687194824,10.258999824523926,1,1,206,200,103,103,30,30,31,31,833,1220,2529,2456,3661.303955078125,3661.31005859375,53116.125,53116.046875,1448,701,10,17,34,58,92,113,133,114,72,37,13,8,701,542,10,17,34,58,86,93,90,65,41,26,12,8,543,81.60199737548828,81.60199737548828,6,32,4,6,11.0,5,358,5,103,8,8183.2,8183.2,0,1,0
23,06259000:WY:USGS,0,1,2,0,0,2,4,4,387,65,65,188,46,37,37,-64,22,0,0,0,22,0,0,0,0,0,0,4,61,10,2,0,2,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,4,61,10,2,0,2,0,0,0,0,0,0,3,2,3,3,22,22,4,4,68,68,3,3,0,0,2,2,8,8,16,15,36,36,48,48,20,20,32,32,36,38,39,40,40,37,31,24,23,25,27,30,18,18,1775,1776,1.4769999980926514,1.4830000400543213,0,0,154,200,56,55,37,37,40,40,645,84,1499,1128,5710.48193359375,5708.9482421875,47457.4140625,47456.20703125,317,965,14,22,46,78,120,154,183,157,98,56,23,13,964,274,4,7,15,27,43,52,50,35,21,12,5,3,274,60.52399826049805,60.45000076293945,8,54,12,12,11.0,13,438,6,142,3,41020.1,41020.1,0,2,0
24,08378500:NM:USGS,0,0,1,0,0,1,1,1,4528,26,27,84,121,28,28,-72,4,0,0,0,22,0,0,0,0,0,0,0,62,15,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,62,14,0,0,0,0,0,0,0,0,0,1,1,1,1,22,23,2,2,78,78,1,1,0,0,0,0,3,3,19,19,34,34,47,47,18,19,25,25,29,28,26,23,20,19,20,25,28,28,28,28,40,41,845,852,1.6299999952316284,1.7649999856948853,0,0,78,100,70,74,44,44,45,46,586,14,994,989,888.3400268554688,872.1519775390625,4395.09521484375,4379.7470703125,377,1387,43,54,91,129,172,197,200,176,133,96,56,41,1381,319,12,14,22,28,33,36,42,44,36,26,15,11,320,35.435001373291016,35.369998931884766,11,74,12,10,11.0,8,402,4,133,1,21966.9,21966.9,0,2,0
25,13183000:OR:USGS,0,0,3,0,0,2,3,3,1016,44,44,118,69,29,29,-71,15,0,0,0,6,0,0,0,0,0,0,0,88,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,88,5,0,0,0,0,0,0,0,0,0,5,5,4,4,6,7,2,2,81,81,1,1,0,0,0,0,3,3,20,20,38,38,42,41,17,17,28,28,36,40,42,40,36,30,22,15,13,15,19,26,1,2,722,727,0.10599999874830246,0.10899999737739563,0,0,15,0,17,17,31,31,32,32,1072,65,1207,1067,4307.544921875,4234.3359375,33466.32421875,33326.15234375,314,1107,20,30,55,89,133,167,204,177,116,69,30,18,1107,271,7,11,23,35,46,48,41,26,15,10,5,4,272,2.993000030517578,2.9830000400543213,8,45,12,12,11.0,13,434,7,121,2,28402.9,28402.9,0,2,0
26,12502500:WA:USGS,1,1,2,1,1,2,4,4,433,89,89,228,71,101,101,-27,21,0,0,0,48,0,0,0,0,0,0,0,32,5,1,0,13,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,32,5,1,0,13,0,0,0,0,0,0,5,5,5,5,48,48,15,15,38,38,10,10,0,0,0,0,10,10,14,14,41,41,45,45,55,55,50,50,65,69,69,66,59,50,38,30,27,33,44,55,2,2,2170,2161,22.722999572753906,22.79400062561035,1,1,779,800,256,256,78,78,70,71,716,308,1382,1322,3533.9609375,3533.972900390625,35573.8046875,35573.7265625,734,900,13,22,47,77,117,142,166,143,93,50,19,11,901,357,7,13,29,46,61,61,54,37,22,14,7,5,356,361.6759948730469,361.6759948730469,8,54,4,12,10.0,8,398,6,120,2,15930.4,15930.4,0,3,0
27,08236000:CO:USGS,1,1,3,0,0,5,1,2,349,75,78,179,36,48,52,-49,25,0,0,0,63,0,0,0,0,0,0,0,24,8,0,0,4,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,24,9,0,0,7,0,0,0,0,0,0,6,6,9,9,63,60,7,9,43,35,6,10,0,0,1,2,12,15,14,14,34,33,52,53,38,40,42,44,49,51,51,49,44,37,34,35,37,37,40,43,16,8,1065,1444,3.884999990463257,3.2990000247955322,0,0,182,200,99,90,42,36,44,39,699,47,599,535,1787.27197265625,3719.43603515625,19696.27734375,33883.25,456,1021,22,30,55,87,126,157,167,144,106,70,35,22,982,374,10,14,25,39,50,53,53,49,37,24,13,8,367,52.00199890136719,87.21399688720703,8,45,4,4,11.0,5,353,6,132,8,13324.7,26440.9,0,1,0
28,10164500:UT:USGS,17,23,25,21,26,28,157,189,1164,85,90,189,76,48,50,-50,22,0,0,0,45,0,0,0,0,0,0,1,24,10,1,0,3,0,0,0,13,0,3,0,0,0,49,0,0,0,0,0,0,1,15,10,2,0,4,0,0,0,16,0,4,17,2,20,2,45,49,9,10,26,23,6,7,0,0,0,0,7,9,19,20,38,39,42,40,23,25,44,45,53,59,62,62,56,45,33,26,24,27,34,42,18,20,1852,1963,131.3179931640625,157.9340057373047,9,11,1701,2000,1391,1657,104,117,119,131,379,164,2502,2401,2654.39599609375,2302.2451171875,19369.056640625,18132.982421875,504,1066,19,28,54,86,130,165,191,165,112,67,31,18,1060,406,9,16,32,51,69,69,59,40,26,18,10,7,417,1959.52001953125,1949.239990234375,9,59,4,10,1.0,13,430,4,127,11,14977.0,14977.0,0,2,1
29,11446500:CA:USGS,2,7,10,2,7,10,11,12,607,102,102,309,115,96,96,-7,19,0,0,0,83,0,0,0,0,0,0,0,5,3,1,0,2,0,0,0,0,0,6,0,0,0,83,0,0,0,0,0,0,0,5,3,1,0,2,0,0,0,0,0,6,2,1,2,1,83,83,3,3,6,6,3,3,0,0,0,0,6,6,16,16,33,32,52,52,40,40,61,61,89,94,95,92,79,58,38,25,20,24,46,74,0,0,1836,1834,189.60899353027344,190.1739959716797,12,12,1421,1400,1445,1448,101,101,103,103,453,507,2033,1982,1922.010009765625,1922.009033203125,19153.2890625,19153.302734375,1086,1183,32,42,67,96,138,167,193,172,125,80,41,29,1183,594,28,39,63,87,103,88,65,39,23,19,18,22,594,1130.5899658203125,1130.5899658203125,11,78,4,4,11.0,5,366,5,125,3,5980.6,5980.6,0,2,0
30,12488500:WA:USGS,1,1,2,1,1,2,4,4,433,89,89,228,71,101,101,-27,21,0,0,0,48,0,0,0,0,0,0,0,32,5,1,0,13,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,32,5,1,0,13,0,0,0,0,0,0,5,5,5,5,48,48,15,15,38,38,10,10,0,0,0,0,10,10,14,14,41,41,45,45,55,55,50,50,65,69,69,66,59,50,38,30,27,33,44,55,2,2,2170,2161,22.722999572753906,22.79400062561035,1,1,779,800,256,256,78,78,70,71,716,308,1382,1322,3533.9609375,3533.972900390625,35573.8046875,35573.7265625,734,900,13,22,47,77,117,142,166,143,93,50,19,11,901,357,7,13,29,46,61,61,54,37,22,14,7,5,356,361.6759948730469,361.6759948730469,8,54,4,12,10.0,8,398,6,120,2,15930.4,15930.4,0,3,0
31,14362000:OR:USGS,2,3,3,2,3,3,2,2,72,139,139,320,89,103,103,-4,19,0,0,0,94,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,1,0,1,0,94,94,2,2,20,20,2,2,0,0,0,0,10,10,17,17,36,36,47,47,53,53,67,67,95,98,98,94,82,63,44,30,26,32,56,83,6,6,1456,1457,21.67099952697754,21.70199966430664,1,1,382,400,226,226,50,50,49,49,470,805,821,775,4703.7412109375,4703.73388671875,60219.76953125,60219.74609375,1054,1061,23,34,59,88,128,154,183,162,114,67,29,20,1061,588,22,34,58,82,101,91,73,46,29,21,16,17,588,288.1669921875,288.1669921875,10,61,4,4,11.0,5,357,5,123,3,13341.4,13341.7,0,1,0
32,07091500:CO:USGS,0,0,3,0,0,3,3,3,3251,52,53,169,76,37,37,-63,12,0,0,0,36,0,0,0,0,0,0,0,46,16,0,0,1,0,0,0,0,0,1,0,0,0,36,0,0,0,0,0,0,0,46,16,0,0,1,0,0,0,0,0,1,7,7,7,7,36,36,8,7,49,49,3,3,0,0,1,1,5,5,16,16,32,32,52,52,26,26,32,32,35,35,36,35,34,31,29,30,30,29,29,31,32,33,1239,1240,24.195999145507812,24.211999893188477,2,2,464,500,272,271,56,56,62,62,719,20,1374,1228,1870.1190185546875,1869.508056640625,8512.2861328125,8511.9765625,386,1145,27,36,64,99,140,173,188,162,117,76,39,25,1145,327,8,11,20,31,43,49,52,46,32,20,10,7,327,891.385986328125,891.3590087890625,9,65,12,12,11.0,8,402,6,144,3,37069.9,37069.9,0,2,0
33,10311200:NV:USGS,1,2,5,1,2,5,3,3,10000,59,59,137,80,25,25,-75,14,0,0,0,11,0,0,0,0,0,0,1,80,5,1,0,1,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,1,79,5,1,0,1,0,0,0,0,0,0,7,7,8,7,11,12,2,2,66,66,3,3,0,0,0,0,3,3,17,16,33,33,50,49,14,13,24,24,30,34,35,34,31,25,19,13,12,13,16,22,12,12,1083,1086,3.9639999866485596,4.006999969482422,0,0,209,200,77,77,44,44,49,49,768,68,1019,871,7436.630859375,7436.65380859375,60870.53515625,60870.24609375,279,1167,24,34,61,93,138,173,208,182,123,75,35,22,1168,238,6,11,20,30,40,41,35,23,14,9,5,4,238,215.15199279785156,215.15199279785156,8,54,12,12,10.0,13,430,4,126,1,53632.5,53632.5,0,1,2
34,09266500:UT:USGS,1,1,2,0,0,2,4,4,1051,65,55,201,37,29,35,-65,29,0,0,0,23,0,0,0,0,0,0,2,62,10,0,0,2,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,1,58,10,0,0,1,0,0,0,0,0,0,1,0,4,4,23,30,3,5,62,66,4,2,0,0,1,1,11,9,18,16,36,35,46,49,22,23,28,33,34,36,37,37,33,28,22,18,18,20,24,27,2,5,1455,1233,6.361000061035156,1.8890000581741333,0,0,392,200,161,67,55,39,61,41,761,36,5657,5178,1567.93798828125,12493.9111328125,39172.61328125,140639.109375,320,1078,15,25,53,90,136,172,195,168,113,67,29,16,975,250,5,8,18,29,41,43,38,28,19,12,6,4,279,27.02400016784668,130.58799743652344,8,54,12,12,3.0,13,429,4,130,3,4243.0,69276.2,0,1,0
35,13335050:WA:USGS,0,0,1,1,1,2,0,5,298,117,90,315,52,55,45,-55,26,0,0,0,44,0,0,0,0,0,0,0,46,8,1,0,0,0,0,0,0,0,1,0,0,0,43,0,0,0,0,0,0,0,42,8,1,0,5,0,0,0,0,0,0,0,0,3,2,44,43,31,9,34,46,0,7,0,0,0,0,0,11,21,17,45,41,34,42,28,29,51,42,63,72,74,72,65,54,41,30,26,29,37,49,17,13,2691,1651,18.072999954223633,6.179999828338623,2,0,354,200,321,88,47,39,54,41,639,234,15827,12152,1253.7540283203125,59804.60546875,58010.57421875,1065865.375,421,979,14,24,49,81,123,150,186,162,103,54,21,12,996,440,8,16,35,57,77,78,70,46,26,15,7,6,355,24.85700035095215,1362.885009765625,8,45,12,10,nan,8,398,7,121,1,1419.4,222472.0,0,1,0
36,06093200:MT:USGS,1,1,5,1,1,5,7,7,1210,29,29,70,54,40,40,-59,15,0,0,0,12,0,0,0,0,0,0,3,41,42,1,0,2,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,3,41,42,1,0,2,0,0,0,0,0,0,15,14,15,14,12,12,50,50,32,32,4,4,0,0,0,0,3,3,19,19,39,39,42,42,25,25,36,36,40,42,43,42,41,40,36,30,29,29,30,33,10,10,511,512,1.2769999504089355,1.274999976158142,0,0,193,200,68,68,30,30,30,30,417,111,2352,2163,3190.37109375,3190.3720703125,21235.408203125,21235.46875,359,909,10,19,41,77,121,149,175,150,90,50,18,10,909,314,4,7,16,30,48,59,59,44,25,14,5,3,314,30.18199920654297,30.18199920654297,8,54,13,10,11.0,8,396,6,142,3,23849.3,23849.3,0,2,0
37,12193500:WA:USGS,3,4,6,3,4,6,9,9,233,232,232,639,45,208,208,48,40,0,0,0,82,0,1,0,0,0,0,0,1,0,10,0,3,0,0,0,0,3,0,0,0,0,82,0,1,0,0,0,0,0,1,0,10,0,3,0,0,0,0,3,0,5,3,5,3,83,83,3,3,2,2,0,0,2,2,1,1,57,57,7,7,43,42,50,50,113,112,86,86,100,100,100,99,95,85,70,59,58,72,90,99,11,11,5750,5755,10.227999687194824,10.258999824523926,1,1,206,200,103,103,30,30,31,31,833,1220,2529,2456,3661.303955078125,3661.31005859375,53116.125,53116.046875,1448,701,10,17,34,58,92,113,133,114,72,37,13,8,701,542,10,17,34,58,86,93,90,65,41,26,12,8,543,81.60199737548828,81.60199737548828,6,32,4,6,11.0,5,358,5,103,8,8183.2,8183.2,0,1,0
38,06710385:CO:USGS,1,1,4,1,1,4,5,5,1916,36,36,101,73,40,40,-60,13,0,0,0,23,0,0,0,0,0,0,1,48,21,0,0,6,0,0,0,0,0,1,0,0,0,24,0,0,0,0,0,0,1,47,21,0,0,6,0,0,0,0,0,1,6,6,6,6,23,24,28,28,32,31,8,8,0,0,1,1,5,5,18,18,36,36,46,46,26,27,34,34,36,36,37,37,38,38,34,31,30,29,30,32,6,6,817,821,58.10300064086914,58.98500061035156,4,4,939,900,509,515,74,75,83,84,459,33,3151,2857,6300.35888671875,6289.7587890625,49034.53515625,49025.52734375,418,1093,22,32,58,92,134,167,188,162,112,70,34,21,1092,356,7,10,19,32,49,60,62,49,32,20,9,6,357,3624.116943359375,3623.7919921875,9,59,12,10,11.0,8,402,7,143,3,62672.8,62672.8,0,3,0
39,13330500:OR:USGS,0,0,1,0,0,1,1,1,26,115,115,253,52,67,67,-34,29,0,0,0,72,0,0,0,0,0,0,0,23,3,0,0,1,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,23,3,0,0,1,0,0,0,0,0,0,2,2,2,2,72,72,9,9,15,15,5,5,0,0,0,0,18,18,18,18,47,47,35,35,45,45,60,60,75,84,87,84,76,63,48,35,30,33,43,58,4,4,1651,1650,3.009999990463257,3.0199999809265137,0,0,171,200,71,71,29,29,26,26,620,230,75,61,2170.23193359375,2170.23095703125,17469.94140625,17469.927734375,602,925,13,22,44,74,114,142,178,155,99,53,20,12,925,487,9,18,38,61,83,86,79,52,29,17,8,6,487,32.020999908447266,32.020999908447266,8,37,4,4,11.0,5,348,7,121,2,10607.7,10608.1,0,2,0
40,10020100:WY:USGS,6,8,10,6,8,10,65,66,299,78,78,154,47,43,43,-57,31,0,0,0,41,0,0,0,0,0,0,1,33,15,2,0,5,0,0,0,2,0,0,0,0,0,41,0,0,0,0,0,0,1,33,15,2,0,5,0,0,0,2,0,0,10,5,10,5,41,41,17,17,39,39,10,10,0,0,0,0,6,6,20,19,41,40,40,40,26,25,41,41,48,54,57,56,51,43,33,25,24,26,31,38,33,33,1129,1135,10.833000183105469,11.02400016784668,1,1,585,600,161,163,58,58,66,67,548,114,11007,490,3872.384033203125,3847.945068359375,31163.71875,31125.13671875,415,985,14,22,44,77,122,154,186,161,106,61,25,14,984,356,6,11,24,42,61,64,57,39,24,15,7,5,356,229.76100158691406,229.75399780273438,8,45,4,10,1.0,13,438,4,127,3,21257.6,21257.6,0,1,1
41,10046500:ID:USGS,6,8,10,6,8,10,65,66,299,78,78,154,47,43,43,-57,31,0,0,0,41,0,0,0,0,0,0,1,33,15,2,0,5,0,0,0,2,0,0,0,0,0,41,0,0,0,0,0,0,1,33,15,2,0,5,0,0,0,2,0,0,10,5,10,5,41,41,17,17,39,39,10,10,0,0,0,0,6,6,20,19,41,40,40,40,26,25,41,41,48,54,57,56,51,43,33,25,24,26,31,38,33,33,1129,1135,10.833000183105469,11.02400016784668,1,1,585,600,161,163,58,58,66,67,548,114,11007,490,3872.384033203125,3847.945068359375,31163.71875,31125.13671875,415,985,14,22,44,77,122,154,186,161,106,61,25,14,984,356,6,11,24,42,61,64,57,39,24,15,7,5,356,229.76100158691406,229.75399780273438,8,45,4,10,1.0,13,438,4,127,3,21257.6,21257.6,0,1,1
42,10011500:UT:USGS,6,8,10,6,8,10,65,66,299,78,78,154,47,43,43,-57,31,0,0,0,41,0,0,0,0,0,0,1,33,15,2,0,5,0,0,0,2,0,0,0,0,0,41,0,0,0,0,0,0,1,33,15,2,0,5,0,0,0,2,0,0,10,5,10,5,41,41,17,17,39,39,10,10,0,0,0,0,6,6,20,19,41,40,40,40,26,25,41,41,48,54,57,56,51,43,33,25,24,26,31,38,33,33,1129,1135,10.833000183105469,11.02400016784668,1,1,585,600,161,163,58,58,66,67,548,114,11007,490,3872.384033203125,3847.945068359375,31163.71875,31125.13671875,415,985,14,22,44,77,122,154,186,161,106,61,25,14,984,356,6,11,24,42,61,64,57,39,24,15,7,5,356,229.76100158691406,229.75399780273438,8,45,4,10,1.0,13,438,4,127,3,21257.6,21257.6,0,1,1
43,10234500:UT:USGS,1,1,2,1,1,2,1,2,95,56,56,171,78,29,29,-71,17,0,0,0,31,0,0,0,0,1,0,3,59,4,1,0,2,0,0,0,0,0,0,0,0,0,31,0,0,0,0,1,0,2,59,4,1,0,2,0,0,0,0,0,0,1,1,1,1,31,31,3,3,48,47,3,3,0,0,0,0,2,2,18,18,34,34,48,48,19,19,27,27,32,35,38,38,33,26,20,18,18,19,22,26,15,14,1241,1241,4.026000022888184,4.050000190734863,0,0,256,300,134,134,40,40,46,46,712,61,81,48,1139.6519775390625,1139.6490478515625,8137.462890625,8137.4599609375,329,1194,26,36,64,98,144,182,203,175,124,78,38,25,1194,282,8,12,23,35,45,43,37,30,22,14,8,6,282,33.95199966430664,33.95199966430664,8,59,12,12,11.0,13,430,4,127,1,8367.3,8367.3,0,2,1
44,06016000:MT:USGS,1,1,2,1,1,2,6,6,276,88,88,186,36,52,52,-48,31,0,0,0,52,0,0,0,0,0,0,0,22,20,0,0,5,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,22,20,0,0,5,0,0,0,0,0,0,3,2,3,2,52,52,12,12,39,39,6,6,0,0,0,0,9,9,16,16,37,37,47,47,34,34,46,46,52,55,56,56,54,51,43,35,33,35,38,43,34,34,1087,1089,4.401000022888184,4.367000102996826,0,0,240,200,84,84,39,39,39,38,561,143,5409,2156,12173.5126953125,12171.5732421875,157418.171875,157414.921875,436,871,11,19,38,69,110,140,170,147,89,49,19,10,870,373,5,9,20,36,57,69,70,50,29,16,6,4,373,273.95599365234375,273.9530029296875,8,37,4,10,11.0,8,394,6,142,3,63258.5,63258.5,0,1,0
45,06015400:MT:USGS,1,1,2,1,1,2,6,6,276,88,88,186,36,52,52,-48,31,0,0,0,52,0,0,0,0,0,0,0,22,20,0,0,5,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,22,20,0,0,5,0,0,0,0,0,0,3,2,3,2,52,52,12,12,39,39,6,6,0,0,0,0,9,9,16,16,37,37,47,47,34,34,46,46,52,55,56,56,54,51,43,35,33,35,38,43,34,34,1087,1089,4.401000022888184,4.367000102996826,0,0,240,200,84,84,39,39,39,38,561,143,5409,2156,12173.5126953125,12171.5732421875,157418.171875,157414.921875,436,871,11,19,38,69,110,140,170,147,89,49,19,10,870,373,5,9,20,36,57,69,70,50,29,16,6,4,373,273.95599365234375,273.9530029296875,8,37,4,10,11.0,8,394,6,142,3,63258.5,63258.5,0,1,0
46,09261700:UT:USGS,1,1,2,0,0,2,4,4,1051,65,55,201,37,29,35,-65,29,0,0,0,23,0,0,0,0,0,0,2,62,10,0,0,2,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,1,58,10,0,0,1,0,0,0,0,0,0,1,0,4,4,23,30,3,5,62,66,4,2,0,0,1,1,11,9,18,16,36,35,46,49,22,23,28,33,34,36,37,37,33,28,22,18,18,20,24,27,2,5,1455,1233,6.361000061035156,1.8890000581741333,0,0,392,200,161,67,55,39,61,41,761,36,5657,5178,1567.93798828125,12493.9111328125,39172.61328125,140639.109375,320,1078,15,25,53,90,136,172,195,168,113,67,29,16,975,250,5,8,18,29,41,43,38,28,19,12,6,4,279,27.02400016784668,130.58799743652344,8,54,12,12,3.0,13,429,4,130,3,4243.0,69276.2,0,1,0
47,11237000:CA:USGS,1,6,10,1,6,10,11,11,884,117,117,408,87,68,68,-33,26,0,0,0,75,0,0,0,0,0,0,1,13,7,1,0,3,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,1,13,7,1,0,3,0,0,0,0,0,0,11,9,11,9,75,75,10,10,13,13,9,9,0,0,1,1,40,40,14,14,30,30,57,56,35,35,54,54,71,83,87,84,72,55,39,27,23,24,34,52,0,0,5323,5315,27.5939998626709,27.73200035095215,1,1,439,400,241,242,38,38,39,39,478,310,1383,1296,1270.5389404296875,1270.5340576171875,11751.8837890625,11751.900390625,650,1084,32,40,61,87,124,152,175,156,113,75,40,29,1085,471,22,31,49,66,79,71,56,35,21,15,12,14,471,145.33799743652344,145.33900451660156,12,86,4,4,11.0,5,366,5,125,9,5265.3,5265.3,0,3,0
48,10023000:UT:USGS,6,8,10,6,8,10,65,66,299,78,78,154,47,43,43,-57,31,0,0,0,41,0,0,0,0,0,0,1,33,15,2,0,5,0,0,0,2,0,0,0,0,0,41,0,0,0,0,0,0,1,33,15,2,0,5,0,0,0,2,0,0,10,5,10,5,41,41,17,17,39,39,10,10,0,0,0,0,6,6,20,19,41,40,40,40,26,25,41,41,48,54,57,56,51,43,33,25,24,26,31,38,33,33,1129,1135,10.833000183105469,11.02400016784668,1,1,585,600,161,163,58,58,66,67,548,114,11007,490,3872.384033203125,3847.945068359375,31163.71875,31125.13671875,415,985,14,22,44,77,122,154,186,161,106,61,25,14,984,356,6,11,24,42,61,64,57,39,24,15,7,5,356,229.76100158691406,229.75399780273438,8,45,4,10,1.0,13,438,4,127,3,21257.6,21257.6,0,1,1
49,10168500:UT:USGS,17,23,25,21,26,28,157,189,1164,85,90,189,76,48,50,-50,22,0,0,0,45,0,0,0,0,0,0,1,24,10,1,0,3,0,0,0,13,0,3,0,0,0,49,0,0,0,0,0,0,1,15,10,2,0,4,0,0,0,16,0,4,17,2,20,2,45,49,9,10,26,23,6,7,0,0,0,0,7,9,19,20,38,39,42,40,23,25,44,45,53,59,62,62,56,45,33,26,24,27,34,42,18,20,1852,1963,131.3179931640625,157.9340057373047,9,11,1701,2000,1391,1657,104,117,119,131,379,164,2502,2401,2654.39599609375,2302.2451171875,19369.056640625,18132.982421875,504,1066,19,28,54,86,130,165,191,165,112,67,31,18,1060,406,9,16,32,51,69,69,59,40,26,18,10,7,417,1959.52001953125,1949.239990234375,9,59,4,10,1.0,13,430,4,127,11,14977.0,14977.0,0,2,1
